suburb,responsible_authority,rest_area_name,description,site_status,latitude,longitude,lga,region,distance_from,road_name,road_number,link_no,carriageway_code,ne_unique,carriageway_configuration,side_of_road,category,vehicle_type,separated_parking_areas_light_heavy,shade,sign_non_potable,power_outlets,playground,litter_bins,emergency_phones,accessible,access_direction,lighting,tree_shading,tourist_information,sports_ground,shelter,bbq,picnic_table,toilets,baby_change_facilities,lookout,caravan_disposal,power_supply,driver_reviver,food_available,fuel_available,boat_ramp,pets_allowed,water_supply_type,access_direction_cardinal,guid,last_updated
GIDGINBUNG,RMS,Schmidts Lane,,,-34.33438,147.47729,TEMORA,SOUTH WEST REGION,14km from Temora and  55km to West Wyalong,GOLDFIELDS WAY,0000057,0110,A1,"0000057,0110,A1",,LEFT,PARKING AREA,BOTH LIGHT AND HEAVY VEHICLES,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,BOTH,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,C2A5E0F2AF75534D,2021-10-25 14:56:43+00
DARLINGTON POINT,RMS,Birdcage Rest Area,,OPEN,-34.52367,145.70091,MURRUMBIDGEE,SOUTH WEST REGION,89km from Narrandera and  84km to Hay,STURT HIGHWAY,0000014,0310,A1,"0000014,0310,A1",PHYSICAL SEPARATION,LEFT,REST AREA,BOTH LIGHT AND HEAVY VEHICLES,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,BOTH,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,WATER TRUCK,BOTH,C41015F9E7F9E811,2021-10-25 14:56:43+00
ARDLETHAN,RMS,Ardlethan Rest Area-Southbound,Y,OPEN,-34.44767,146.83938,NARRANDERA,SOUTH WEST REGION,55km from Narrandera and  81km to West Wyalong,NEWELL HIGHWAY,0000017,2350,A1,"0000017,2350,A1",MAIN CARRIAGEWAY,RIGHT,REST AREA,HEAVY VEHICLES ONLY,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,COUNTER,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,SOURCE UNKNOWN,,44FC176B3CC5A8EA,2021-10-25 14:56:43+00
MANTON,RMS,Yass Valley Way,Y,,-34.83729,149.01338,YASS VALLEY,SOUTH WEST REGION,71km from Goulburn and 12km to Yass,HUME HIGHWAY,0000002,1402,B1,"0000002,1402,B1",PHYSICAL SEPARATION,LEFT,REST AREA,LIGHT VEHICLES ONLY,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,BOTH,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,WATER TRUCK,BOTH,A7C65C780021A982,2021-10-25 14:56:44+00
YARRANGOBILLY,NATIONAL PARKS AND WILDLIFE SERVICE,Yarrangobilly River Rest Area,,,-35.65233,148.46303,SNOWY VALLEYS,SOUTH WEST REGION,118km from Cooma and  63km to Tumut,SNOWY MOUNTAINS HIGHWAY,0000004,0450,A2,"0000004,0450,A2",,LEFT,REST AREA,LIGHT VEHICLES ONLY,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,BOTH,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,FBDB33A8030A6335,2021-10-25 14:56:44+00
DENILIQUIN,OTHER,Deni Rest Area,,,-35.52487,144.97775,EDWARD RIVER,SOUTH WEST REGION,1km from Deniliquin and 121km to Hay,DAVIDSON ST,0000021,0111,A1,"0000021,0111,A1",,RIGHT,REST AREA,BOTH LIGHT AND HEAVY VEHICLES,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,COUNTER,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,C6E71D25058E752B,2021-10-25 14:56:44+00
DENILIQUIN,RMS,Deniliquin Information Bay,,,-35.55035,144.95769,EDWARD RIVER,SOUTH WEST REGION,72km from Echuca(VIC) and 4km to Deniliquin,OCHTERTYRE ST,0000021,0077,A1,"0000021,0077,A1",,LEFT,REST AREA,LIGHT VEHICLES ONLY,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,BOTH,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,168D4B0FBA16FC0A,2021-10-25 14:56:44+00
MATHOURA,OTHER,Long Paddock Visitors Site,,,-35.93408,144.89815,MURRAY RIVER,SOUTH WEST REGION,27km from Echuca (VIC) and  49km to Deniliquin,COBB HIGHWAY,0000021,0040,A1,"0000021,0040,A1",,RIGHT,PARKING AREA,LIGHT VEHICLES ONLY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,BOTH,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,8821F36E4D7FBE94,2021-10-25 14:56:44+00
MATHOURA,COUNCIL,Mathoura Rest Area,,,-35.81192,144.90219,MURRAY RIVER,SOUTH WEST REGION,41km from Echuca (VIC) and  35km to Deniliquin,MOAMA ST,0000021,0050,A1,"0000021,0050,A1",,LEFT,REST AREA,LIGHT VEHICLES ONLY,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,BOTH,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TOWN SUPPLY,BOTH,718C87EC25C11574,2021-10-25 14:56:44+00
MOLONG,OTHER,,,,-33.09907,148.87209,CABONNE,WESTERN REGION,34km from Orange,MOLONG RD,0000007,0335,A1,"0000007,0335,A1",,RIGHT,REST AREA,BOTH LIGHT AND HEAVY VEHICLES,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,BOTH,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TOWN SUPPLY,BOTH,50C3F5B7111534B5,2021-10-25 14:56:44+00
BOMBALA,COUNCIL,Bombala Rest Area S/B,,,-36.90849,149.23914,SNOWY MONARO REGIONAL,SOUTHERN REGION,At Bombala,MAHRATTA ST,0000019,1090,A2,"0000019,1090,A2",,RIGHT,REST AREA,LIGHT VEHICLES ONLY,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,BOTH,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,FF0E81F30C9C4A53,2021-10-25 14:56:44+00
NIMMITABEL,RMS,Truck Parking near Lake Williams S/B,,,-36.51496,149.28275,SNOWY MONARO REGIONAL,SOUTHERN REGION,At Nimmitabel,BOMBALA ST,0000019,1170,A1,"0000019,1170,A1",,LEFT,PARKING AREA,HEAVY VEHICLES ONLY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PRESCRIBED,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,08D3F17BC2624B3E,2021-10-25 14:56:44+00
NIMMITABEL,RMS,Truck Parking near Lake Williams N/B,,,-36.51493,149.28253,SNOWY MONARO REGIONAL,SOUTHERN REGION,At Nimmitabel,BOMBALA ST,0000019,1170,A1,"0000019,1170,A1",,RIGHT,PARKING AREA,HEAVY VEHICLES ONLY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,COUNTER,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,,1C1F321C7092B64A,2021-10-25 14:56:44+00
QUAAMA,RMS,Quaama Rest Area N/B,N,,-36.47558,149.86311,BEGA VALLEY,SOUTHERN REGION,29km North of Bega,PRINCES HIGHWAY,0000001,2265,A1,"0000001,2265,A1",,RIGHT,REST AREA,BOTH LIGHT AND HEAVY VEHICLES,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,COUNTER,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,RAINWATER TANK,,A9B1E2B054DE0A1F,2021-10-25 14:56:44+00
TULLARWALLA,RMS,Jerrawangala Rest Area S/B,,,-35.12298,150.47767,SHOALHAVEN,SOUTHERN REGION,37km South of Nowra,PRINCES HIGHWAY,0000001,1670,A2,"0000001,1670,A2",,LEFT,REST AREA,BOTH LIGHT AND HEAVY VEHICLES,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,PRESCRIBED,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,E9AABC6CFD912B07,2021-10-25 14:56:44+00
BIMBIMBIE,RMS,Rest Area Broulee Rd N/B,,,-35.84486,150.1309,EUROBODALLA,SOUTHERN REGION,17km South of Batemans Bay,PRINCES HIGHWAY,0000001,2000,A2,"0000001,2000,A2",,RIGHT,REST AREA,BOTH LIGHT AND HEAVY VEHICLES,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,COUNTER,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,AA762B7F38F04CF4,2021-10-25 14:56:44+00
ARRAWARRA,RMS,Arrawarra,,OPEN,-30.05999,153.18505,COFFS HARBOUR,NORTHERN REGION,33.0km north of Coffs Harbour,Pacific Highway,0000010,2625,U1,"0000010,2625,U1",PHYSICAL SEPARATION,RIGHT,REST AREA,BOTH LIGHT AND HEAVY VEHICLES,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,BOTH,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TOWN SUPPLY,BOTH,574F2B6B7B21B6EF,2021-10-25 14:56:44+00
BREWARRINA,RMS,,,,-29.94317,146.7039,BREWARRINA,WESTERN REGION,15.75km west of Brewarrina,KAMILAROI HIGHWAY,0000029,0730,A2,"0000029,0730,A2",,RIGHT,INFORMAL PARKING AREA,BOTH LIGHT AND HEAVY VEHICLES,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,COUNTER,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,049D7A4EAF5838B5,2021-10-25 14:56:44+00
BERREMANGRA,RMS,Steam Engine Hill,N,OPEN,-34.81593,148.43515,HILLTOPS,SOUTH WEST REGION,52km from Yass and 50km to Gundagai,HUME HIGHWAY,0000002,1732,C2,"0000002,1732,C2",MAIN CARRIAGEWAY,LEFT,PARKING AREA,HEAVY VEHICLES ONLY,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,COUNTER,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,,A6E60031446A4D54,2021-10-25 14:56:44+00
MANTON,RMS,Reardons Road,N,,-34.83503,149.02306,YASS VALLEY,SOUTH WEST REGION,70km from Goulburn and 13km to Yass,HUME HIGHWAY,0000002,1402,C1,"0000002,1402,C1",MAIN CARRIAGEWAY,LEFT,PARKING AREA,BOTH LIGHT AND HEAVY VEHICLES,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,COUNTER,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,7B3514C388E8163C,2021-10-25 14:56:44+00
CATARACT,RMS,Appin Rd EB Truck Parking Facility,,,-34.25499,150.86906,WOLLONGONG,SOUTHERN REGION,10km East of Appin,APPIN RD,0000177,0045,A2,"0000177,0045,A2",,RIGHT,REST AREA,BOTH LIGHT AND HEAVY VEHICLES,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,COUNTER,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,RAINWATER TANK,,EAC43ADFC8DC067C,2021-10-25 14:56:44+00
MOUNT VICTORIA,COUNCIL,Browntown Oval,,,-33.5994,150.26443,BLUE MOUNTAINS,SYDNEY PARKLAND ZONE,24km from Lithgow,GREAT WESTERN HWY,0000005,1521,A1,"0000005,1521,A1",,LEFT,REST AREA,BOTH LIGHT AND HEAVY VEHICLES,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,BOTH,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,7DBDD27E777FD144,2021-10-25 14:56:44+00
SPRINGWOOD,COUNCIL,Buttenshaw Park Faulconbridge,,,-33.69732,150.55195,BLUE MOUNTAINS,SYDNEY PARKLAND ZONE,69.1km from Lithgow,GREAT WESTERN HWY,0000005,1281,C1,"0000005,1281,C1",,RIGHT,REST AREA,BOTH LIGHT AND HEAVY VEHICLES,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,COUNTER,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,,B3F2499E496898A1,2021-10-25 14:56:44+00
BLACKHEATH,RMS,,,,-33.62012,150.27511,BLUE MOUNTAINS,SYDNEY PARKLAND ZONE,26km from Lithgow,GREAT WESTERN HWY,0000005,1505,A1,"0000005,1505,A1",,LEFT,PARKING AREA,BOTH LIGHT AND HEAVY VEHICLES,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,BOTH,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,567DFB8AFF7F21D5,2021-10-25 14:56:44+00
BERAMBING,COUNCIL,Berambing Picnic Area,,,-33.53725,150.43901,BLUE MOUNTAINS,SYDNEY PARKLAND ZONE,39km from Lithgow,BELLS LINE OF RD,0000184,0540,A1,"0000184,0540,A1",,RIGHT,REST AREA,BOTH LIGHT AND HEAVY VEHICLES,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,BOTH,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,6689D5BC197C0BF2,2021-10-25 14:56:44+00
COFFS HARBOUR,PRIVATE,Big Banana,,OPEN,-30.27398,153.13301,COFFS HARBOUR,NORTHERN REGION,,PACIFIC HIGHWAY,0000010,2565,B1,"0000010,2565,B1",PHYSICAL SEPARATION,LEFT,REST AREA,LIGHT VEHICLES ONLY,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,BOTH,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,1,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,BOTH,0E56AF56892FFBE7,2021-10-25 14:56:44+00
GEEHI,NATIONAL PARKS AND WILDLIFE SERVICE,Scammel Spur Lookout,,OPEN,-36.32241,148.20001,SNOWY VALLEYS,SOUTH WEST REGION,19km south of Khancoban,ALPINE WAY,0000677,0080,A4,"0000677,0080,A4",PHYSICAL SEPARATION,LEFT,REST AREA,LIGHT VEHICLES ONLY,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,PRESCRIBED,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,SOURCE UNKNOWN,,6E88AA03B9AFFB6C,2021-10-25 14:56:44+00
GOONOO GOONOO,RMS,Goonoo Goonoo,,OPEN,-31.2972,150.90183,TAMWORTH,NORTHERN REGION,132.3km North of Muswellbrook,NEW ENGLAND HIGHWAY,0000009,0860,A1,"0000009,0860,A1",PHYSICAL SEPARATION,RIGHT,REST AREA,HEAVY VEHICLES ONLY,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,BOTH,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,RAINWATER TANK,BOTH,9E5D6D67DACDBD4B,2021-10-25 14:56:44+00
EAST TAMWORTH,OTHER,Rotary/Lions Park - Tamworth,,,-31.10842,150.95408,TAMWORTH,NORTHERN REGION,2.0km North of Tamworth,ARMIDALE ROAD,0000009,0980,A1,"0000009,0980,A1",,RIGHT,REST AREA,LIGHT VEHICLES ONLY,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,BOTH,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,RAINWATER TANK,BOTH,55ACEFCB524809BC,2021-10-25 14:56:44+00
MOONBI,RMS,Glen Ayr,,OPEN,-31.01325,151.08175,TAMWORTH,NORTHERN REGION,21.5km North of Tamworth,NEW ENGLAND HIGHWAY,0000009,1014,A1,"0000009,1014,A1",PHYSICAL SEPARATION,LEFT,REST AREA,LIGHT VEHICLES ONLY,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,PRESCRIBED,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,,8199482ABFAA5AC6,2021-10-25 14:56:44+00
MOONBI,OTHER,Moonbi Lookout,,,-30.97296,151.10394,TAMWORTH,NORTHERN REGION,26.7km North of Tamworth,NEW ENGLAND HIGHWAY,0000009,1031,B1,"0000009,1031,B1",,LEFT,REST AREA,LIGHT VEHICLES ONLY,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,BOTH,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,B036E894C263C951,2021-10-25 14:56:44+00
RICHMOND,COUNCIL,,,,-33.60518,150.77554,HAWKESBURY,SYDNEY PARKLAND ZONE,0.07km from Ritchmond,WINDSOR ST,0000184,0370,A1,"0000184,0370,A1",,LEFT,PARKING AREA,BOTH LIGHT AND HEAVY VEHICLES,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,BOTH,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,1C181402C2D48279,2021-10-25 14:56:44+00
BENDEMEER,RMS,Muswell Hill,,OPEN,-30.80559,151.25573,TAMWORTH,NORTHERN REGION,54.4km North of Tamworth,NEW ENGLAND HIGHWAY,0000009,1072,A2,"0000009,1072,A2",PHYSICAL SEPARATION,LEFT,REST AREA,BOTH LIGHT AND HEAVY VEHICLES,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,PRESCRIBED,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,RAINWATER TANK,,4DD5F22C1C966476,2021-10-25 14:56:44+00
KENTUCKY,RMS,Kyabia,,OPEN,-30.75289,151.38376,TAMWORTH,NORTHERN REGION,69.5km North of Tamworth,NEW ENGLAND HIGHWAY,0000009,1082,A2,"0000009,1082,A2",PHYSICAL SEPARATION,LEFT,REST AREA,LIGHT VEHICLES ONLY,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,BOTH,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,F49AD2CFE1B2B96D,2021-10-25 14:56:44+00
ARMIDALE,OTHER,Lions Park - West Armidale,,,-30.49351,151.65104,ARMIDALE REGIONAL,NORTHERN REGION,4.8km North of Armidale,NEW ENGLAND HIGHWAY,0000009,1205,A1,"0000009,1205,A1",,LEFT,REST AREA,LIGHT VEHICLES ONLY,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,PRESCRIBED,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,,E7C998540AD265AE,2021-10-25 14:56:44+00
RIXS CREEK,RMS,Rixs Creek,NULL,OPEN,-32.5334,151.14112,SINGLETON,HUNTER REGION,5.2km from Singleton,NEW ENGLAND HIGHWAY,0000009,0445,A1,"0000009,0445,A1",PHYSICAL SEPARATION,RIGHT,REST AREA,BOTH LIGHT AND HEAVY VEHICLES,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,BOTH,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,WATER TRUCK,BOTH,DEAE6789C8DC3A3D,2021-10-25 14:56:44+00
COOTAMUNDRA,COUNCIL,Migurra Reserve,,,-34.71983,147.90429,COOTAMUNDRA-GUNDAGAI REGIONAL,SOUTH WEST REGION,37km from Junee and  15km to Cootamundra,OLYMPIC HIGHWAY,0000078,0380,A4,"0000078,0380,A4",,LEFT,PARKING AREA,BOTH LIGHT AND HEAVY VEHICLES,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,BOTH,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,2268F494385A0951,2021-10-25 14:56:44+00
GUNGAL,RMS,Battery Rocks Rest Area,NULL,OPEN,-32.21324,150.46078,MUSWELLBROOK,HUNTER REGION,15.3km from Merriwa,GOLDEN HIGHWAY,0000027,0200,A1,"0000027,0200,A1",PHYSICAL SEPARATION,LEFT,REST AREA,LIGHT VEHICLES ONLY,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,BOTH,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,RAINWATER TANK,BOTH,CAA16B4B7C4A8810,2021-10-25 14:56:44+00
GUNGAL,RMS,HV Parking Area Westwood,NULL,OPEN,-32.2265,150.46965,MUSWELLBROOK,HUNTER REGION,17.0km from Merriwa,GOLDEN HIGHWAY,0000027,0200,A1,"0000027,0200,A1",PHYSICAL SEPARATION,RIGHT,PARKING AREA,HEAVY VEHICLES ONLY,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,COUNTER,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,,1D97D3C97978C59F,2021-10-25 14:56:44+00
NARRANDERA,COUNCIL,Narrandera Visitors Centre,N,OPEN,-34.74568,146.55029,NARRANDERA,SOUTH WEST REGION,0km from Narrandera and 135km to West Wyalong,CADELL ST,0000017,2280,A1,"0000017,2280,A1",MAIN CARRIAGEWAY,LEFT,REST AREA,LIGHT VEHICLES ONLY,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,BOTH,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,6,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TOWN SUPPLY,BOTH,0A7C89DE5D5ECABF,2021-10-25 14:56:44+00
FINLEY,OTHER,McAllister Park,N,OPEN,-35.63388,145.5746,BERRIGAN,SOUTH WEST REGION,,RIVERINA HIGHWAY,0000020,1410,A1,"0000020,1410,A1",PHYSICAL SEPARATION,RIGHT,REST AREA,LIGHT VEHICLES ONLY,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,BOTH,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TOWN SUPPLY,BOTH,725E39ED44237A4B,2021-10-25 14:56:44+00
TALBINGO,NATIONAL PARKS AND WILDLIFE SERVICE,Black Perry Lookout,,,-35.59461,148.35626,SNOWY VALLEYS,SOUTH WEST REGION,135km from Cooma and 46km to Tumut,SNOWY MOUNTAINS HIGHWAY,0000004,0472,A1,"0000004,0472,A1",,RIGHT,REST AREA,LIGHT VEHICLES ONLY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,BOTH,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,6D337FC0ED1228FE,2021-10-25 14:56:44+00
WANG WAUK,RMS,Wang Wauk,NULL,OPEN,-32.15311,152.32303,MID-COAST,HUNTER REGION,134.1km from Newcastle,PACIFIC HIGHWAY,0000010,1949,B1,"0000010,1949,B1",PHYSICAL SEPARATION,LEFT,REST AREA,BOTH LIGHT AND HEAVY VEHICLES,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,BOTH,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,4,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,WATER TRUCK,BOTH,F93424054DA9141F,2021-10-25 14:56:44+00
